technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Petroleum Liquids,7432,2A,1.6,,1.7,1.6,1999,2049,0.0,25.0,56.92904407,8080.909324
Petroleum Liquids,7432,3A,1.6,,1.7,1.6,2007,2057,0.0,25.0,56.92904407,8080.909324
Petroleum Liquids,7436,JH1,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH2,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH3,3.6,,6.0,4.6,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH4,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH5,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7438,C3A,1.0,,1.1,1.0,1996,2046,0.006,10.745,2.740763267,1230.331313
Petroleum Liquids,7438,C5,1.5,,1.6,1.5,1987,2037,0.006,10.745,2.740763267,1230.331313
Petroleum Liquids,7438,C6,1.5,,1.6,1.5,1987,2037,0.006,10.745,2.740763267,1230.331313
Petroleum Liquids,7439,C10,1.5,,1.5,1.5,1992,2042,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,7439,C7,1.5,,1.6,1.5,1990,2040,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,7439,C8,1.5,,1.6,1.5,1990,2040,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,7439,C9,1.5,,1.6,1.5,1992,2042,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V10,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V3,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V4,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V5,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V6,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V7,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.0285,,0.0304,0.0285,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.018,,0.0192,0.018,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.405,,0.432,0.405,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.066,,0.0704,0.066,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.204,,0.2176,0.204,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.729,,0.7776,0.729,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V8,0.0495,,0.0528,0.0495,1990,2040,0.005,13.404,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.2448,,0.272,0.2448,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.0216,,0.024,0.0216,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.486,,0.54,0.486,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.0792,,0.088,0.0792,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.0342,,0.038,0.0342,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.8748,,0.972,0.8748,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7440,V9-1,0.0594,,0.066,0.0594,2009,2059,0.005,13.374,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.204,,0.2176,0.204,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.0285,,0.0304,0.0285,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.405,,0.432,0.405,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.018,,0.0192,0.018,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.729,,0.7776,0.729,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.0495,,0.0528,0.0495,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V1,0.066,,0.0704,0.066,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.405,,0.432,0.405,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.018,,0.0192,0.018,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.066,,0.0704,0.066,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.729,,0.7776,0.729,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.0495,,0.0528,0.0495,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.0285,,0.0304,0.0285,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V11,0.204,,0.2176,0.204,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.0495,,0.0528,0.0495,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.018,,0.0192,0.018,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.729,,0.7776,0.729,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.204,,0.2176,0.204,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.066,,0.0704,0.066,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.405,,0.432,0.405,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V12,0.0285,,0.0304,0.0285,1993,2043,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.0495,,0.0528,0.0495,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.405,,0.432,0.405,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.204,,0.2176,0.204,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.018,,0.0192,0.018,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.066,,0.0704,0.066,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.0285,,0.0304,0.0285,1992,2042,0.007,10.745,2.740763267,1230.331313
Petroleum Liquids,7441,V2,0.729,,0.7776,0.729,1992,2042,0.007,10.745,2.740763267,1230.331313
Natural Gas Internal Combustion Engine,7447,IC2,7.6,,8.0,7.6,1994,2049,0.002,11.187,28.46452204,8080.909324
Natural Gas Internal Combustion Engine,7447,IC3,7.6,,8.0,7.6,2004,2059,0.002,11.238,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,7449,NA1,49.3,,50.0,49.9,1996,2051,0.041,10.745,2.740763267,8080.909324
Natural Gas Fired Combustion Turbine,7450,1,24.9,,27.4,24.9,1986,2041,0.019,16.421,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,7450,2,24.9,,27.4,24.9,1986,2041,0.019,16.422,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,7451,1,25.2,,27.4,25.2,1986,2041,0.011,16.527,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,7452,1,21.2,,33.0,24.2,1986,2041,0.012,17.397,2.740763267,8080.909324
Natural Gas Fired Combustion Turbine,7452,2,21.2,,33.0,24.2,1986,2041,0.012,17.399,2.740763267,8080.909324
Natural Gas Fired Combustion Turbine,7456,1,66.0,,83.2,87.5,1994,2049,0.224,12.066,7.017535275,10539.91632
Natural Gas Fired Combustion Turbine,7456,2,66.0,,83.2,87.5,1994,2049,0.224,12.067,7.017535275,10539.91632
Run of River Hydroelectric,7458,1,4.5,,5.0,4.5,1985,2085,0.371,,0.0,11182.0
Petroleum Liquids,7469,FM1,1.7,,2.0,1.7,1959,2030,0.001,12.448,2.740763267,1230.331313
Petroleum Liquids,7469,FM2,1.0,,1.3,1.0,1959,2030,0.001,13.315,2.740763267,1230.331313
Petroleum Liquids,7469,FM3,0.9,,1.1,0.9,1953,2030,0.001,13.318,2.740763267,1230.331313
Petroleum Liquids,7469,FM5,1.0,,1.4,1.0,2006,2056,0.001,13.315,2.740763267,1230.331313
Petroleum Liquids,7470,1,1.0,,1.0,1.0,1989,2039,0.0,23.372,5.481526534,1230.331313
Petroleum Liquids,7470,2,3.0,,3.0,3.0,2002,2052,0.0,16.354,5.481526534,1230.331313
Petroleum Liquids,7470,5,2.0,,2.0,2.0,2004,2054,0.0,21.013,5.481526534,1230.331313
Petroleum Liquids,7470,6,2.0,,2.0,2.0,2004,2054,0.0,21.013,5.481526534,1230.331313
Run of River Hydroelectric,7474,1,1.0,,1.1,1.0,1988,2088,0.522,,0.0,15006.0
Run of River Hydroelectric,7474,2,1.0,,1.1,1.0,1988,2088,0.522,,0.0,14839.0
Petroleum Liquids,7479,EAST,6.5,,7.0,7.0,1987,2037,0.004,14.849,5.481526534,1230.331313
Petroleum Liquids,7479,WEST,6.5,,7.0,7.0,1987,2037,0.004,14.877,5.481526534,1230.331313
Natural Gas Fired Combustion Turbine,7480,GEN3,4.2,,4.8,4.8,1994,2049,0.01,12.445,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,7480,GEN4,4.2,,4.8,4.8,1994,2049,0.01,12.475,2.740763267,1230.331313
Petroleum Liquids,7481,1,0.9,,0.9,0.9,1987,2037,0.001,13.25,5.481526534,1230.331313
Petroleum Liquids,7481,2,0.4,,0.4,0.4,1987,2037,0.001,13.671,5.481526534,1230.331313
Run of River Hydroelectric,7489,G1,1.0,,1.0,1.0,1987,2087,0.235,,0.0,16944.0
Run of River Hydroelectric,7489,G2,2.5,,2.5,2.5,1987,2087,0.235,,0.0,13688.0
Petroleum Liquids,7497,1,0.6,,0.6,0.6,1982,2032,0.0,12.159,5.481526534,1230.331313
Petroleum Liquids,7497,2,0.7,,0.7,0.7,1984,2034,0.0,12.159,5.481526534,1230.331313
Petroleum Liquids,7497,3,1.2,,1.2,1.2,1988,2038,0.0,12.159,5.481526534,1230.331313
Petroleum Liquids,7497,4,1.3,,1.3,1.3,1990,2040,0.0,12.159,5.481526534,1230.331313
Petroleum Liquids,7497,5,1.3,,1.3,1.3,1996,2046,0.0,12.159,5.481526534,1230.331313
Onshore Wind Turbine,7501,2,3.0,,3.0,3.0,2010,2040,0.129,,0.0,33566.0
Conventional Steam Coal,7504,2,80.0,,90.0,80.0,1995,2060,0.9,12.52,0.50713122,14155.18861
Natural Gas Fired Combustion Turbine,7504,GT1,34.0,,40.0,37.0,2000,2055,0.217,10.745,14.23226102,8080.909324
Run of River Hydroelectric,7507,1,1.9,,2.0,2.0,1993,2093,0.129,,0.0,11406.0
Run of River Hydroelectric,7508,1,7.0,,12.0,10.7,1994,2094,0.535,,0.0,14277.0
Run of River Hydroelectric,7511,1,4.5,,5.0,4.5,1997,2097,0.732,,0.0,11315.0
Run of River Hydroelectric,7511,1,4.5,,5.0,4.5,1997,2097,0.732,,0.0,11315.0
Natural Gas Fired Combined Cycle,7512,1,164.0,,187.5,176.0,2000,2055,0.638,7.05,4.178350135,2302.3782220000003
Natural Gas Fired Combined Cycle,7512,2,164.0,,187.5,176.0,2000,2055,0.638,7.05,4.178350135,2302.3782220000003
Natural Gas Fired Combined Cycle,7512,3,190.0,,200.0,197.0,2000,2055,0.638,7.05,4.178350135,2302.3782220000003
Natural Gas Fired Combustion Turbine,7515,NA1,80.2,,115.6,85.0,1998,2053,0.019,16.675,0.947143212,343.60217
Onshore Wind Turbine,7526,2,24.0,,24.0,24.0,2006,2036,0.284,,0.0,31874.0
Onshore Wind Turbine,7526,2B,63.0,,63.0,63.0,2007,2037,0.284,,0.0,25681.0
Onshore Wind Turbine,7526,3,128.0,,128.0,128.0,2012,2042,0.284,,0.0,9688.0
Onshore Wind Turbine,7526,4,85.5,,85.5,85.5,2024,2054,0.316,,0.0,14250.0
Natural Gas Fired Combustion Turbine,7527,1,41.2,,54.0,41.2,1995,2050,0.014,10.745,1.370381634,8080.909324
Natural Gas Fired Combined Cycle,7527,2,16.6,,17.5,16.6,1995,2050,0.248,8.003,0.586306337,12250.749539999999
Natural Gas Fired Combined Cycle,7527,CCCT,51.2,,54.0,51.2,1995,2050,0.248,8.003,0.586306337,12250.749539999999
Natural Gas Fired Combustion Turbine,7538,1,169.0,,195.2,195.0,2000,2055,0.012,11.538,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,7538,2,174.0,,195.2,195.0,2000,2055,0.012,11.538,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,7538,3,164.0,,195.2,195.0,2000,2055,0.012,11.538,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,7538,4,162.0,,195.2,195.0,2000,2055,0.011,11.538,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,7538,5,153.0,,198.9,195.0,2009,2064,0.011,11.538,2.970058035,1229.357899
Run of River Hydroelectric,7541,1,4.5,,4.5,4.5,1994,2094,0.411,,0.0,11242.0
Run of River Hydroelectric,7545,1,29.6,,37.0,29.6,1989,2089,0.283,,0.0,9006.0
Natural Gas Fired Combined Cycle,7546,1,18.8,,19.8,18.8,1966,2030,0.047,9.277,5.733058547,8987.410604
Natural Gas Fired Combined Cycle,7546,3,44.1,,54.0,44.1,1995,2050,0.047,9.277,5.733058547,8987.410604
Natural Gas Fired Combustion Turbine,7546,4,43.9,,60.5,43.9,2003,2058,0.034,10.745,14.23226102,1230.331313
Run of River Hydroelectric,7548,1,1.5,,1.5,1.5,1998,2098,0.202,,0.0,14828.0
Run of River Hydroelectric,7548,2,0.6,,0.6,0.6,1998,2098,0.202,,0.0,17983.0
Petroleum Liquids,955,16,2.7,,2.7,2.7,2011,2061,0.002,10.745,28.46452204,8080.909324
Natural Gas Fired Combined Cycle,7551,CCST,37.6,,49.8,37.6,1997,2052,0.525,7.238,2.521906037,12250.749539999999
Natural Gas Fired Combined Cycle,7551,CT1A,47.6,,49.8,47.6,1997,2052,0.525,7.238,2.521906037,12250.749539999999
Natural Gas Fired Combined Cycle,7551,CT1B,47.6,,49.8,47.6,1997,2052,0.525,7.238,2.521906037,12250.749539999999
Natural Gas Fired Combustion Turbine,7551,CT1C,43.8,,44.0,47.3,2001,2056,0.043,10.745,1.370381634,8080.909324
Natural Gas Fired Combined Cycle,7552,CCCT,119.0,,118.7,111.0,1997,2052,0.411,7.956,3.381016885,12250.749539999999
Natural Gas Fired Combined Cycle,7552,CCST,59.0,,55.2,53.0,1997,2052,0.411,7.956,3.381016885,12250.749539999999
Natural Gas Internal Combustion Engine,7555,11,4.0,,4.5,4.0,1998,2053,0.0,12.159,5.481526534,1230.331313
Natural Gas Internal Combustion Engine,7555,12,4.0,,4.5,4.0,1998,2053,0.0,12.159,5.481526534,1230.331313
Petroleum Liquids,7555,13,4.2,,4.5,4.2,1998,2048,0.0,12.159,5.481526534,1230.331313
Run of River Hydroelectric,7583,1,0.7,,1.0,0.7,1986,2086,0.47,,0.0,19951.0
Run of River Hydroelectric,7583,2,0.1,,0.1,0.1,1986,2086,0.47,,0.0,32586.0
Petroleum Liquids,7584,1,1.5,,1.5,1.5,1988,2038,0.001,10.745,2.740763267,1230.331313
Petroleum Liquids,7584,2,1.0,,1.0,1.0,1988,2038,0.001,10.745,2.740763267,1230.331313
Petroleum Liquids,7584,3,2.0,,2.0,2.0,1993,2043,0.001,10.745,2.740763267,1230.331313
Conventional Hydroelectric,7588,1,41.0,,47.5,44.0,1984,2084,0.446,,0.0,9157.0
Conventional Hydroelectric,7588,2,41.0,,47.5,44.0,1984,2084,0.446,,0.0,9221.0
Conventional Hydroelectric,7588,3,7.0,,8.4,8.0,1984,2084,0.431,,0.0,11056.0
Conventional Hydroelectric,7588,4,7.0,,8.4,8.0,1984,2084,0.431,,0.0,11056.0
Run of River Hydroelectric,7593,1,8.0,,8.0,8.0,1988,2088,0.171,,0.0,11699.0
Run of River Hydroelectric,7594,1,1.491,,1.491,1.491,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,3.297,,3.297,3.297,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,0.462,,0.462,0.462,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,1.176,,1.176,1.176,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,0.63,,0.63,0.63,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,1.554,,1.554,1.554,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,1.197,,1.197,1.197,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,2.226,,2.226,2.226,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,3.507,,3.507,3.507,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,1,5.46,,5.46,5.46,1999,2099,0.726,,0.0,10862.0
Run of River Hydroelectric,7594,2,1.491,,1.491,1.491,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,3.507,,3.507,3.507,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,1.197,,1.197,1.197,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,2.226,,2.226,2.226,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,0.63,,0.63,0.63,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,1.554,,1.554,1.554,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,0.462,,0.462,0.462,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,1.176,,1.176,1.176,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,3.297,,3.297,3.297,1999,2099,0.726,,0.0,10673.0
Run of River Hydroelectric,7594,2,5.46,,5.46,5.46,1999,2099,0.726,,0.0,10673.0
Petroleum Liquids,7603,1,1.8,,1.8,1.8,1998,2048,0.005,10.745,2.740763267,1230.331313
Natural Gas Fired Combined Cycle,7604,1,223.0,,253.3,241.0,1999,2054,0.286,7.4,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,7604,2,211.0,,253.3,216.0,2001,2056,0.324,7.382,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,7605,1,230.0,,248.0,262.0,1997,2052,0.861,7.303,2.62984337,12250.749539999999
Run of River Hydroelectric,7646,1,5.0,,5.0,5.0,1983,2083,0.367,,0.0,11380.0
Run of River Hydroelectric,7646,2,5.0,,5.0,5.0,1983,2083,0.367,,0.0,10984.0
Run of River Hydroelectric,7646,3,1.5,,1.5,1.5,1983,2083,0.367,,0.0,14520.0
Run of River Hydroelectric,7657,1,0.8,,0.7,0.8,1986,2086,0.234,,0.0,17155.0
Run of River Hydroelectric,7657,2A,1.0,,0.9,1.0,2004,2104,0.234,,0.0,15957.0
Run of River Hydroelectric,7657,3A,1.0,,0.9,1.0,2004,2104,0.234,,0.0,15958.0
Run of River Hydroelectric,7657,4,0.8,,0.5,0.8,1987,2087,0.234,,0.0,15466.0
Run of River Hydroelectric,7657,5,0.8,,0.5,0.8,1988,2088,0.234,,0.0,17040.0
Run of River Hydroelectric,7657,6,0.1,,0.1,0.1,2004,2104,0.234,,0.0,35418.0
Landfill Gas,7690,1,2.0,,3.0,2.8,1996,2096,0.0,20.065,9.555,31437.0
Landfill Gas,7690,2,2.0,,3.0,2.8,1996,2096,0.0,20.065,9.732,32281.0
Natural Gas Fired Combined Cycle,7697,1,75.0,,82.6,82.0,1999,2054,0.951,7.05,2.195372529,8987.410604
Natural Gas Fired Combined Cycle,7697,2,25.0,,39.9,25.0,1999,2054,0.951,7.05,2.195372529,8987.410604
Natural Gas Fired Combined Cycle,7698,1,74.0,,82.2,84.0,1999,2054,0.656,7.05,2.044335791,12250.749539999999
Natural Gas Fired Combined Cycle,7698,2,10.5,,14.8,10.5,1999,2054,0.656,7.05,2.044335791,12250.749539999999
Natural Gas Fired Combined Cycle,7699,CT1,130.0,,195.2,160.0,1997,2052,0.541,7.772,2.014222825,4342.0804259999995
Natural Gas Fired Combined Cycle,7699,CW1,69.0,,82.9,70.0,1997,2052,0.541,7.772,2.014222825,4342.0804259999995
Natural Gas Fired Combustion Turbine,7709,1,74.8,,91.9,87.1,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,10,75.2,,91.9,88.6,2001,2056,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,2,74.0,,91.9,87.4,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,3,74.7,,91.9,87.8,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,4,73.5,,91.9,86.9,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,5,74.7,,91.9,87.7,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,6,74.9,,91.9,87.7,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,7,75.0,,91.9,88.0,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,8,74.0,,91.9,87.0,2000,2055,0.034,12.05,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,7709,9,74.8,,91.9,88.0,2001,2056,0.034,12.051,1.485029017,1229.357899
Natural Gas Fired Combined Cycle,7710,CT1A,177.5,,203.1,188.5,2002,2057,0.727,7.05,2.324408279,1662.0458760000001
Natural Gas Fired Combined Cycle,7710,CT1B,177.5,,203.1,188.5,2002,2057,0.727,7.05,2.324408279,1662.0458760000001
Natural Gas Fired Combined Cycle,7710,CT2A,177.8,,203.1,190.3,2002,2057,0.727,7.05,2.324408279,1662.0458760000001
Natural Gas Fired Combined Cycle,7710,CT2B,177.8,,203.1,190.3,2002,2057,0.727,7.05,2.324408279,1662.0458760000001
Natural Gas Fired Combined Cycle,7710,CT3A,182.6,,203.1,196.6,2008,2063,0.727,7.05,2.324408279,1662.0458760000001
